,Facility_City,Facility_State,Procedure_Heart_Attack_Cost,Procedure_Heart_Failure_Cost,Rating_Overall,Procedure_Pneumonia_Quality,Procedure_Pneumonia_Cost,Rating_Mortality,Rating_Safety,Rating_Readmission,Rating_Experience,Rating_Effectiveness,Rating_Timeliness,Procedure_Pneumonia_Value,Procedure_Heart_Failure_Value
2074,Mc Dowell,KY,0.0,17377.0,-1.0,2.0,21398.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,3.0,2.0
2075,Mc Keesport,PA,23605.0,18492.0,2.0,2.0,20050.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0
2076,Mc Kenzie,TN,0.0,16455.0,3.0,2.0,18013.0,1.0,-1.0,2.0,0.0,1.0,2.0,2.0,2.0
2077,Mc Kinney,TX,24175.0,17442.0,3.0,2.0,18479.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
2078,Mc Minnville,TN,0.0,16338.0,3.0,2.0,17432.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
2079,Mcalester,OK,24266.0,16477.0,2.0,2.0,18181.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0
2080,Mcallen,TX,22824.0,15700.0,4.0,3.0,16287.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0
2081,Mccamey,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2082,Mccomb,MS,22920.0,15088.0,2.0,2.0,17530.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0
2083,Mcconnellsburg,PA,0.0,14859.0,4.0,2.0,15204.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,2.0
2084,Mccook,NE,0.0,17109.0,3.0,2.0,19521.0,1.0,-1.0,0.0,2.0,1.0,2.0,3.0,2.0
2085,Mcgehee,AR,0.0,0.0,-1.0,2.0,15807.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,-1.0
2086,Mchenry,IL,25535.0,16824.0,5.0,3.0,18171.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0
2087,Mckees Rocks,PA,0.0,19306.0,2.0,2.0,19600.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0
2088,Mckinney,TX,12658.5,9521.5,3.0,0.5,9365.0,0.0,0.5,0.0,1.0,1.0,1.5,1.0,1.0
2089,Mcleansboro,IL,0.0,15503.0,2.0,2.0,17699.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,2.0,2.0
2090,Mcminnville,OR,21630.0,15196.0,4.0,2.0,16789.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
2091,Mcpherson,KS,0.0,15832.0,3.0,2.0,17653.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
2092,Mcville,ND,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0
2093,Meade,KS,0.0,0.0,3.0,2.0,16659.0,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,-1.0
2094,Meadowbrook,PA,24709.0,17997.0,4.0,2.0,17945.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
2095,Meadville,MS,0.0,22091.0,-1.0,2.0,25637.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,3.0,3.0
2096,Meadville,PA,24763.0,16069.0,3.0,2.0,17362.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
2097,Mechanicsville,VA,22990.0,17628.0,5.0,2.0,18852.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0
2098,Medford,OR,22649.5,15011.0,4.5,2.0,15601.5,1.0,2.0,2.0,2.0,1.0,1.5,1.0,1.0
2099,Medford,WI,0.0,0.0,4.0,2.0,16412.0,-1.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0
2100,Media,PA,25415.0,17107.0,4.0,2.0,17270.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0
2101,Medicine Lodge,KS,0.0,0.0,-1.0,2.0,16672.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
2102,Medina,NY,23686.0,15108.0,-1.0,2.0,17438.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
2103,Medina,OH,0.0,16615.0,2.0,2.0,17263.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
2104,Meeker,CO,0.0,0.0,-1.0,2.0,17390.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
2105,Melbourne,FL,23622.666666666668,18136.666666666668,3.0,2.0,17976.666666666668,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,2.3333333333333335,2.6666666666666665
2106,Melrose,MA,24711.0,16802.0,2.0,2.0,17892.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
2107,Melrose,MN,0.0,0.0,4.0,2.0,17617.0,-1.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0
2108,Melrose Park,IL,24323.5,18217.5,3.5,2.0,17817.0,1.0,1.5,2.0,0.0,1.0,1.0,2.0,2.5
2109,Memphis,MO,0.0,18761.0,3.0,2.0,23266.0,1.0,-1.0,1.0,-1.0,1.0,2.0,3.0,2.0
2110,Memphis,TN,11537.833333333334,8638.666666666666,0.8333333333333334,0.6666666666666666,9168.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666
2111,Mena,AR,0.0,16334.0,2.0,2.0,16909.0,0.0,-1.0,1.0,-1.0,1.0,2.0,2.0,2.0
2112,Mendenhall,MS,0.0,0.0,-1.0,2.0,16531.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
2113,Mendota,IL,0.0,19549.0,3.0,2.0,18562.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,3.0
2114,Menlo Park,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0
2115,Menomonee Falls,WI,24894.0,17673.0,5.0,2.0,18619.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
2116,Menomonie,WI,0.0,14995.0,4.0,2.0,14699.0,1.0,-1.0,2.0,2.0,1.0,1.0,1.0,2.0
2117,Mequon,WI,25259.0,16147.0,4.0,2.0,16964.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
2118,Merced,CA,25973.0,15844.0,1.0,1.0,17437.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
2119,Meriden,CT,23480.0,17945.0,3.0,2.0,19395.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0
2120,Meridian,MS,11972.0,9284.75,0.25,0.25,9849.25,-0.5,-0.5,0.0,-0.25,0.0,0.0,0.75,0.75
2121,Merrill,WI,0.0,15827.0,4.0,2.0,17872.0,-1.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0
2122,Mesa,AZ,16444.333333333332,12347.5,1.6666666666666667,1.0,12894.333333333334,0.5,-0.3333333333333333,0.5,0.5,0.0,-0.3333333333333333,1.3333333333333333,1.6666666666666667
2123,Mescalero,NM,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2124,Mesquite,NV,0.0,14885.0,3.0,2.0,16306.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
2125,Mesquite,TX,24042.0,18289.0,2.0,2.0,21224.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0
2126,Metairie,LA,11350.5,8094.0,1.5,0.5,8292.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.5,0.5
2127,Methuen,MA,25013.0,19450.0,2.0,2.0,19068.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0
2128,Metropolis,IL,0.0,15026.0,4.0,2.0,15109.0,1.0,-1.0,0.0,2.0,1.0,1.0,1.0,2.0
2129,Metter,GA,0.0,0.0,3.0,2.0,15871.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,-1.0
2130,Mexia,TX,0.0,15226.0,3.0,2.0,16783.0,1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,2.0
2131,Mexico,MO,22358.0,17009.0,3.0,2.0,18360.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
2132,Meyersdale,PA,0.0,0.0,2.0,2.0,20489.0,-1.0,-1.0,0.0,-1.0,1.0,2.0,2.0,-1.0
2133,Miami,FL,16367.888888888889,12344.444444444445,0.8888888888888888,1.5555555555555556,13917.444444444445,0.6666666666666666,0.0,-0.3333333333333333,0.1111111111111111,0.3333333333333333,-0.4444444444444444,1.5555555555555556,1.5555555555555556
2134,Miami,OK,23665.0,16153.0,2.0,1.0,16343.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2135,Miami Beach,FL,23131.0,18533.0,2.0,3.0,18591.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0
2136,Miamisburg,OH,25102.0,16784.0,4.0,2.0,16346.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
2137,Michigan City,IN,22747.0,16592.0,4.0,2.0,18418.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0
2138,Middleburg,FL,25783.0,16115.0,5.0,2.0,18283.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
2139,Middleburg Heights,OH,22501.0,16737.0,5.0,3.0,16709.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
2140,Middlebury,VT,0.0,16090.0,4.0,2.0,16063.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,2.0
2141,Middlesboro,KY,24129.0,16004.0,3.0,2.0,16351.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
2142,Middletown,CT,25012.0,16513.0,3.0,2.0,18063.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
2143,Middletown,NY,26417.0,19639.0,3.0,2.0,19019.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0
2144,Midland,MI,24450.0,15747.0,3.0,2.0,17135.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0
2145,Midland,TX,24348.0,17648.0,2.0,1.0,19082.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0
2146,Midlothian,VA,21403.0,18670.0,3.0,2.0,19077.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0
2147,Midwest City,OK,23076.0,16713.0,1.0,2.0,17126.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
2148,Milan,MO,0.0,0.0,-1.0,2.0,20459.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,-1.0
2149,Milan,TN,0.0,16675.0,4.0,1.0,16776.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
2150,Milbank,SD,0.0,0.0,-1.0,2.0,18664.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
2151,Miles City,MT,0.0,17830.0,4.0,2.0,16850.0,1.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0
2152,Milford,CT,21999.0,16943.0,4.0,2.0,17845.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0
2153,Milford,DE,27968.0,17923.0,2.0,2.0,19309.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0
2154,Milford,MA,25412.0,17938.0,3.0,3.0,17464.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0
2155,Milford,UT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2156,Milledgeville,GA,0.0,16664.0,3.0,2.0,16987.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0
2157,Millen,GA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
2158,Miller,SD,0.0,17408.0,-1.0,2.0,18099.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
2159,Millersburg,OH,0.0,16407.0,4.0,2.0,15263.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
2160,Millinocket,ME,24200.0,16871.0,4.0,2.0,15248.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0
2161,Milton,FL,23438.0,16734.0,3.0,2.0,16997.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
2162,Milton,MA,25742.0,16771.0,2.0,3.0,17590.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
2163,Milwaukee,WI,19901.333333333332,13848.5,2.5,2.0,14425.166666666666,0.8333333333333334,0.16666666666666666,1.3333333333333333,0.5,0.5,0.8333333333333334,1.3333333333333333,1.5
2164,Milwaukie,OR,23171.0,15404.0,3.0,1.0,16243.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
2165,Minden,LA,24476.0,16542.0,3.0,2.0,18282.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
2166,Minden,NE,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
2167,Mineola,NY,22644.0,18526.0,3.0,3.0,16671.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
2168,Mineral Wells,TX,0.0,15567.0,2.0,2.0,17983.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
2169,Minneapolis,KS,0.0,0.0,-1.0,2.0,21698.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3.0,-1.0
2170,Minneapolis,MN,12168.833333333334,8830.666666666666,0.8333333333333334,0.5,9213.333333333334,0.0,0.0,-0.16666666666666666,0.0,0.0,-0.16666666666666666,0.5,0.8333333333333334
2171,Minneola,KS,0.0,15970.0,-1.0,2.0,18267.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
2172,Minot,ND,25109.0,17237.0,2.0,2.0,17339.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0
2173,Miramar,FL,24986.0,18634.0,4.0,2.0,16654.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0
2174,Miramar Beach,FL,24972.0,14716.0,5.0,2.0,15897.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
2175,Mishawaka,IN,10998.0,8035.0,1.0,0.5,8829.0,-0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5
2176,Mission,TX,23649.0,19902.0,3.0,3.0,18531.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
2177,Mission Hills,CA,23291.0,17299.0,3.0,2.0,19011.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0
2178,Mission Viejo,CA,12503.0,9380.5,0.5,0.5,9250.5,0.0,-0.5,0.5,0.5,0.0,-0.5,1.0,1.0
2179,Missoula,MT,23792.5,15954.5,4.5,2.0,16506.5,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.5
2180,Missouri Valley,IA,0.0,17892.0,4.0,2.0,19397.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
2181,Mitchell,SD,0.0,15567.0,4.0,2.0,15182.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
2182,Moab,UT,0.0,0.0,-1.0,2.0,16201.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
2183,Moberly,MO,0.0,15889.0,3.0,2.0,18538.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0
2184,Mobile,AL,14057.4,13148.0,1.2,1.4,14140.6,0.4,0.2,0.0,0.8,0.8,0.0,1.4,1.4
2185,Mobridge,SD,0.0,18316.0,-1.0,2.0,15230.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0
2186,Moca,PR,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2187,Mocksville,NC,0.0,0.0,5.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,1.0,2.0,-1.0,-1.0
2188,Modesto,CA,17248.333333333332,10785.666666666666,3.0,0.6666666666666666,11001.333333333334,-0.3333333333333333,-0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.0,0.6666666666666666,1.0
2189,Monahans,TX,0.0,16379.0,4.0,2.0,15410.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,2.0,2.0
2190,Monett,MO,0.0,0.0,4.0,2.0,17243.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,2.0,-1.0
2191,Monmouth,IL,0.0,16110.0,4.0,2.0,14527.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
2192,Monongahela,PA,22823.0,15458.0,3.0,2.0,17713.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0
2193,Monroe,GA,22835.0,15286.0,1.0,2.0,17695.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0
2194,Monroe,LA,7961.333333333333,11913.0,1.6666666666666667,1.0,12827.333333333334,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.3333333333333333,1.0
2195,Monroe,MI,24531.0,16516.0,3.0,2.0,18471.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0
2196,Monroe,NC,23099.0,16136.0,1.0,2.0,18243.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
2197,Monroe,WA,0.0,17705.0,2.0,2.0,16356.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0
2198,Monroe,WI,21603.0,15803.0,5.0,2.0,16871.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
2199,Monroeville,AL,0.0,15627.0,4.0,2.0,16555.0,1.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0
2200,Monroeville,PA,24493.0,18437.5,2.5,2.0,19119.0,1.0,0.5,0.0,0.5,1.5,0.5,2.5,2.5
2201,Montclair,CA,0.0,0.0,2.0,2.0,21600.0,-1.0,1.0,-1.0,0.0,1.0,1.0,3.0,-1.0
2202,Montclair,NJ,24761.0,19696.0,2.0,2.0,19688.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0
2203,Montebello,CA,23174.0,17777.0,2.0,3.0,21165.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0
2204,Monterey,CA,24438.0,16437.0,5.0,2.0,16578.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
2205,Monterey Park,CA,13876.5,18808.0,3.0,2.5,20452.5,1.5,1.0,1.0,0.0,1.0,1.5,2.5,2.5
2206,Montevideo,MN,0.0,14956.0,2.0,2.0,16755.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0
2207,Montezuma,GA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2208,Montgomery,AL,25298.333333333332,16415.0,2.6666666666666665,2.0,17918.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,0.0,2.0,2.0
2209,Montgomery,WV,0.0,0.0,-1.0,2.0,13921.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0
2210,Monticello,AR,0.0,15648.0,3.0,2.0,16376.0,1.0,-1.0,0.0,1.0,0.0,2.0,1.0,2.0
2211,Monticello,GA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
2212,Monticello,IL,0.0,0.0,-1.0,2.0,20747.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0
2213,Monticello,IN,0.0,15718.0,4.0,2.0,16111.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
2214,Monticello,KY,0.0,0.0,-1.0,2.0,16154.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
2215,Monticello,MN,0.0,0.0,-1.0,2.0,12865.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,-1.0
2216,Monticello,MS,0.0,0.0,-1.0,2.0,20125.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,3.0,-1.0
2217,Monticello,UT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
2218,Montour Falls,NY,0.0,0.0,-1.0,2.0,15211.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,1.0,-1.0
2219,Montpelier,ID,0.0,0.0,3.0,2.0,18414.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
2220,Montpelier,OH,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0
2221,Montrose,CO,23197.0,16049.0,4.0,2.0,18137.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
2222,Montrose,PA,0.0,16581.0,3.0,2.0,17567.0,1.0,-1.0,0.0,2.0,-1.0,1.0,2.0,2.0
2223,Mooresville,IN,0.0,15086.0,5.0,2.0,15903.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
2224,Mooresville,NC,24187.0,16621.0,2.0,2.0,19976.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0
2225,Moose Lake,MN,0.0,0.0,-1.0,2.0,16604.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,2.0,-1.0
2226,Mora,MN,0.0,15073.0,4.0,2.0,14148.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.0
2227,Morehead,KY,24968.0,16398.0,2.0,2.0,17858.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
2228,Morehead City,NC,22907.0,14902.0,4.0,1.0,17041.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
2229,Moreno Valley,CA,12102.0,8803.5,1.5,0.5,9576.5,0.0,0.5,0.0,0.5,1.0,-0.5,0.5,0.5
2230,Morgan City,LA,22524.0,16319.0,2.0,2.0,18493.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
2231,Morganfield,KY,0.0,0.0,3.0,2.0,16687.0,1.0,-1.0,0.0,1.0,1.0,1.0,2.0,-1.0
2232,Morganton,NC,20853.0,15494.0,3.0,2.0,16324.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0
2233,Morgantown,WV,23948.0,17144.0,2.5,2.0,18271.0,0.5,2.0,0.0,1.5,0.5,0.5,2.0,2.0
2234,Morrilton,AR,0.0,15703.0,-1.0,2.0,16632.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0
2235,Morris,IL,25423.0,17319.0,3.0,1.0,18773.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0
2236,Morris,MN,0.0,16548.0,4.0,2.0,13863.0,-1.0,-1.0,2.0,2.0,1.0,2.0,1.0,2.0
2237,Morrison,IL,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
2238,Morristown,NJ,25644.0,19709.0,5.0,3.0,18926.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0
2239,Morristown,TN,22146.0,15670.0,2.5,2.0,17344.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0
2240,Morrisville,VT,0.0,14262.0,2.0,2.0,13271.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,1.0,1.0
2241,Morton,MS,0.0,17026.0,4.0,2.0,17287.0,-1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
2242,Morton,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2243,Morton,WA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
2244,Moscow,ID,0.0,17491.0,4.0,2.0,16902.0,1.0,-1.0,2.0,2.0,1.0,-1.0,2.0,2.0
2245,Moses Lake,WA,21961.0,15798.0,3.0,2.0,17422.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0
2246,Moulton,AL,0.0,15996.0,4.0,2.0,16653.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
2247,Moultrie,GA,11848.5,7522.5,0.5,0.5,8790.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,0.0
2248,Moundridge,KS,0.0,15111.0,4.0,2.0,14469.0,-1.0,-1.0,2.0,-1.0,1.0,2.0,1.0,2.0
2249,Mount Airy,NC,23323.0,16483.0,4.0,2.0,15890.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
2250,Mount Ayr,IA,0.0,15574.0,-1.0,2.0,13472.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0
2251,Mount Carmel,IL,0.0,15482.0,4.0,2.0,16072.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
2252,Mount Clemens,MI,21245.0,16999.0,3.0,2.0,18632.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0
2253,Mount Gilead,OH,0.0,16931.0,3.0,2.0,17136.0,1.0,-1.0,2.0,1.0,0.0,2.0,2.0,2.0
2254,Mount Holly,NJ,26291.0,17761.0,2.0,2.0,17286.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0
2255,Mount Kisco,NY,24462.0,17339.0,3.0,2.0,16832.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0
2256,Mount Pleasant,IA,0.0,15664.0,4.0,2.0,16423.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2.0
2257,Mount Pleasant,MI,23597.0,16567.0,3.0,2.0,16122.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
2258,Mount Pleasant,PA,24469.0,18861.0,3.0,2.0,19596.0,1.0,-1.0,0.0,2.0,1.0,1.0,3.0,3.0
2259,Mount Pleasant,SC,0.0,16322.5,4.0,2.0,17374.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,2.0
2260,Mount Pleasant,TX,0.0,17930.0,3.0,2.0,17326.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
2261,Mount Pleasant,UT,0.0,0.0,4.0,2.0,15555.0,-1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,-1.0
2262,Mount Shasta,CA,0.0,13947.0,3.0,2.0,15619.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0
2263,Mount Sterling,KY,0.0,16077.0,3.0,2.0,16622.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
2264,Mount Vernon,IL,13006.0,15242.0,2.5,2.0,16017.5,1.0,0.5,0.5,1.0,1.0,1.0,1.5,2.0
2265,Mount Vernon,KY,0.0,16309.0,4.0,2.0,13479.0,1.0,-1.0,0.0,2.0,1.0,2.0,1.0,2.0
2266,Mount Vernon,NY,0.0,17463.0,1.0,2.0,19189.0,1.0,-1.0,0.0,0.0,1.0,0.0,2.0,2.0
2267,Mount Vernon,OH,24704.0,15231.0,2.0,2.0,15884.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0
2268,Mount Vernon,WA,20989.0,15140.0,1.0,2.0,16666.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
2269,Mountain City,TN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2270,Mountain Home,AR,25016.0,15552.0,3.0,1.0,16649.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0
