,Facility_City,Facility_State,Procedure_Heart_Attack_Cost,Procedure_Heart_Failure_Cost,Rating_Overall,Procedure_Pneumonia_Quality,Procedure_Pneumonia_Cost,Rating_Mortality,Rating_Safety,Rating_Readmission,Rating_Experience,Rating_Effectiveness,Rating_Timeliness,Procedure_Pneumonia_Value,Procedure_Heart_Failure_Value
0,Abbeville,LA,0.0,17886.0,4.0,2.0,16666.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
1,Abbeville,SC,0.0,0.0,4.0,2.0,14548.0,-1.0,-1.0,1.0,2.0,1.0,2.0,1.0,-1.0
2,Aberdeen,MS,0.0,0.0,-1.0,2.0,23247.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0
3,Aberdeen,SD,24242.5,15984.0,4.5,2.0,16827.5,1.0,1.5,2.0,1.5,1.0,2.0,1.5,2.0
4,Aberdeen,WA,24709.0,16065.0,2.0,1.0,18019.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0
5,Abilene,KS,0.0,17900.0,-1.0,1.0,17864.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0
6,Abilene,TX,25246.0,17966.0,2.5,2.0,18273.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,2.5
7,Abingdon,VA,22584.0,15378.0,2.0,2.0,17578.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0
8,Abington,PA,23358.0,16528.0,2.0,2.0,16744.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
9,Ackerman,MS,0.0,0.0,-1.0,2.0,24085.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0
10,Ada,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
11,Ada,OK,0.0,15386.0,3.0,1.5,16933.0,1.0,0.5,0.5,1.5,1.0,0.0,2.0,2.0
12,Addison,TX,0.0,0.0,5.0,-1.0,0.0,-1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,-1.0
13,Adel,GA,0.0,0.0,-1.0,2.0,12357.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0
14,Adrian,MI,22655.0,16576.0,4.0,2.0,17466.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0
15,Afton,WY,0.0,0.0,3.0,2.0,18352.0,-1.0,-1.0,0.0,2.0,1.0,1.0,2.0,-1.0
16,Aguadilla,PR,0.0,13953.0,-1.0,2.0,15867.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,2.0,1.0
17,Ahoskie,NC,23530.0,15707.0,2.0,2.0,18075.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
18,Aibonito,PR,22395.0,15398.0,-1.0,2.0,14718.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,2.0
19,Aiea,HI,23902.0,15173.0,5.0,2.0,17242.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
20,Aiken,SC,24550.0,15754.0,2.0,2.0,17701.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0
21,Ainsworth,NE,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
22,Aitkin,MN,0.0,15983.0,4.0,2.0,13325.0,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,2.0
23,Akron,OH,11815.25,8286.25,1.0,0.75,9156.75,0.25,1.0,0.5,0.25,-0.25,-0.5,0.75,0.5
24,Alabaster,AL,24008.0,17937.0,2.0,2.0,18858.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0
25,Alameda,CA,23169.0,17861.0,2.0,2.0,18121.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0
26,Alamogordo,NM,23187.0,16132.0,3.0,2.0,19435.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0
27,Alamosa,CO,0.0,16339.0,3.0,2.0,18148.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0
28,Albany,GA,24432.0,15012.0,1.0,1.0,17361.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
29,Albany,KY,0.0,14945.0,2.0,2.0,14491.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
30,Albany,MO,0.0,0.0,-1.0,2.0,17956.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,-1.0
31,Albany,NY,23786.333333333332,16726.333333333332,2.3333333333333335,2.3333333333333335,16767.666666666668,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,2.0
32,Albany,OR,0.0,14543.0,4.0,2.0,16002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
33,Albemarle,NC,23644.0,16814.0,2.0,2.0,17714.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0
34,Albert Lea,MN,23388.0,15899.0,5.0,2.0,17644.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
35,Albia,IA,0.0,0.0,2.0,2.0,17639.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
36,Albion,NE,0.0,16471.0,4.0,2.0,21043.0,1.0,-1.0,0.0,2.0,1.0,2.0,3.0,2.0
37,Albuquerque,NM,13372.4,16078.4,2.6,2.0,16921.8,1.0,0.6,1.8,0.4,0.6,0.4,2.0,2.0
38,Aledo,IL,0.0,0.0,-1.0,2.0,15938.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,-1.0
39,Alexander City,AL,23992.0,17752.0,3.0,2.0,18443.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
40,Alexandria,LA,16099.0,11114.666666666666,3.0,1.0,12034.666666666666,0.0,-0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,-0.3333333333333333,1.3333333333333333,1.0
41,Alexandria,MN,0.0,16137.0,5.0,2.0,17799.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
42,Alexandria,VA,24661.5,16718.5,4.5,1.5,17139.5,1.5,2.0,2.0,1.5,1.5,1.5,2.0,2.0
43,Alexandria Bay,NY,0.0,0.0,-1.0,2.0,18360.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,2.0,-1.0
44,Algona,IA,0.0,17806.0,3.0,2.0,17697.0,1.0,-1.0,1.0,1.0,-1.0,2.0,2.0,2.0
45,Alhambra,CA,27028.0,20335.0,4.0,3.0,24407.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0
46,Alice,TX,24342.0,15905.0,3.0,2.0,20938.0,1.0,-1.0,0.0,1.0,0.0,0.0,3.0,2.0
47,Allegan,MI,0.0,15838.0,4.0,2.0,13695.0,1.0,-1.0,2.0,2.0,1.0,1.0,1.0,2.0
48,Allen,TX,11985.5,7994.0,1.5,0.5,9991.0,0.0,0.5,-0.5,0.0,0.0,0.0,1.0,0.5
49,Allentown,PA,15669.0,11254.666666666666,2.0,1.0,11516.666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0
50,Alliance,NE,0.0,16586.0,3.0,2.0,16775.0,1.0,-1.0,0.0,2.0,-1.0,2.0,2.0,2.0
51,Alliance,OH,0.0,17389.0,3.0,2.0,18959.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
52,Alma,GA,0.0,16830.0,4.0,2.0,13923.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.0
53,Alma,MI,25031.0,17104.0,3.0,2.0,17272.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
54,Alma,NE,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
55,Alpena,MI,23297.0,16383.0,3.0,2.0,17339.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0
56,Alpine,TX,0.0,17368.0,4.0,2.0,19683.0,1.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0
57,Alt De Santa,PR,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,Alton,IL,23613.0,16083.0,2.0,2.0,16824.5,0.5,1.0,1.0,1.0,0.5,1.5,2.0,1.5
59,Altoona,PA,26018.0,18400.0,2.0,2.0,22092.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0
60,Altoona,WI,0.0,0.0,5.0,-1.0,0.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0
61,Alturas,CA,0.0,0.0,-1.0,2.0,15777.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
62,Altus,OK,0.0,14965.0,2.0,1.0,16902.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0
63,Alva,OK,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
64,Amarillo,TX,15785.0,11870.333333333334,1.6666666666666667,1.0,12595.0,0.0,-0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,-0.3333333333333333,1.6666666666666667,1.3333333333333333
65,American Falls,ID,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
66,American Fork,UT,0.0,16712.0,4.0,2.0,16913.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
67,Americus,GA,0.0,14513.0,3.0,1.0,18653.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0
68,Amery,WI,0.0,17125.0,4.0,2.0,17289.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
69,Ames,IA,22543.0,14646.0,4.0,2.0,16406.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0
70,Amite,LA,0.0,0.0,-1.0,2.0,18217.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
71,Amory,MS,0.0,15614.0,3.0,2.0,16415.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
72,Amsterdam,NY,22175.0,15614.0,2.0,2.0,16375.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0
73,Anaconda,MT,0.0,16590.0,4.0,2.0,17186.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
74,Anacortes,WA,23114.0,17306.0,4.0,2.0,16881.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
75,Anadarko,OK,0.0,0.0,-1.0,2.0,22640.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0
76,Anaheim,CA,12100.25,9295.0,3.0,1.5,14985.25,0.0,1.0,0.25,0.5,1.0,-0.25,1.75,0.75
77,Anahuac,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
78,Anamosa,IA,0.0,15667.0,4.0,2.0,19416.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,2.0
79,Anchorage,AK,23451.0,15385.0,3.6666666666666665,2.0,15045.333333333334,1.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667
80,Andalusia,AL,22544.0,14805.0,4.0,2.0,16213.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
81,Anderson,IN,23177.0,16907.5,3.0,2.0,18106.5,1.0,0.0,2.0,2.0,1.0,1.5,2.0,2.5
82,Anderson,SC,22050.0,18203.0,3.0,2.0,18831.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0
83,Andover,KS,24715.0,19572.0,4.0,2.0,18144.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
84,Andrews,TX,0.0,0.0,4.0,2.0,14151.0,-1.0,-1.0,2.0,-1.0,1.0,2.0,1.0,-1.0
85,Angola,IN,0.0,15495.0,4.0,2.0,16819.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
86,Ann Arbor,MI,23308.0,16580.0,4.0,2.5,17215.0,2.0,1.0,1.5,2.0,1.0,0.0,2.0,2.0
87,Anna,IL,0.0,0.0,4.0,2.0,16953.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
88,Annapolis,MD,23308.0,15838.0,5.0,2.0,15340.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
89,Anniston,AL,23843.0,16200.0,2.5,2.0,16593.5,1.0,2.0,0.0,0.5,1.0,0.5,2.0,1.5
90,Anson,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
91,Anthony,KS,0.0,0.0,-1.0,2.0,19927.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
92,Antigo,WI,0.0,15865.0,4.0,2.0,16790.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
93,Antioch,CA,11209.5,8269.5,2.5,2.0,17062.5,0.0,1.5,1.0,0.5,1.0,-0.5,2.0,0.5
94,Antlers,OK,0.0,14837.0,3.0,2.0,13193.0,1.0,-1.0,0.0,-1.0,1.0,2.0,1.0,2.0
95,Apache Junction,AZ,0.0,14816.0,4.0,2.0,15948.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
96,Apalachicola,FL,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
97,Apple Valley,CA,23418.0,16978.0,2.0,2.0,18923.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
98,Appleton,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
99,Appleton,WI,22250.0,16075.5,3.0,1.5,17601.5,0.5,0.0,1.0,2.0,1.0,2.0,2.0,2.0
100,Appleton City,MO,0.0,19332.0,-1.0,2.0,21675.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0
101,Aransas Pass,TX,0.0,17023.0,3.0,2.0,16103.0,1.0,-1.0,1.0,-1.0,1.0,0.0,2.0,2.0
102,Arcadia,CA,23414.0,18659.0,3.0,2.0,20429.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0
103,Arcadia,FL,0.0,17855.0,3.0,2.0,17207.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
104,Arcadia,LA,0.0,0.0,-1.0,2.0,18877.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
105,Arcata,CA,0.0,14268.0,3.0,2.0,15367.0,1.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0
106,Arco,ID,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
107,Ardmore,OK,23279.0,17628.0,4.0,2.0,18848.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0
108,Arecibo,PR,0.0,7092.5,-1.0,0.5,8798.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.5,0.5
109,Arkadelphia,AR,0.0,16031.0,4.0,1.0,15652.0,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,2.0
110,Arkansas City,KS,0.0,15871.0,2.0,2.0,15632.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0
111,Arlington,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
112,Arlington,TX,15148.8,11124.8,2.4,0.2,8300.2,0.2,0.4,0.0,1.2,0.6,0.4,0.6,1.2
113,Arlington,VA,11050.5,8430.0,1.5,0.5,8492.0,0.0,0.5,0.5,0.5,0.5,-0.5,0.5,0.5
114,Arlington,WA,0.0,14761.0,3.0,2.0,16741.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
115,Arlington Heights,IL,24446.0,17691.0,3.0,2.0,19171.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0
116,Armour,SD,0.0,0.0,-1.0,2.0,16336.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
117,Artesia,NM,0.0,0.0,3.0,2.0,15878.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
118,Ashdown,AR,0.0,0.0,-1.0,2.0,17831.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,-1.0
119,Asheboro,NC,22337.0,15396.0,3.0,2.0,18340.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0
120,Asheville,NC,22314.0,16738.0,5.0,1.0,17591.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
121,Ashland,AL,0.0,15322.0,4.0,2.0,16250.0,1.0,-1.0,1.0,2.0,1.0,1.0,2.0,2.0
122,Ashland,KS,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
123,Ashland,KY,24638.5,16115.0,2.0,2.0,17391.5,1.0,0.5,0.0,1.5,1.0,1.0,1.5,2.0
124,Ashland,OH,22242.0,14611.0,4.0,2.0,15709.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
125,Ashland,OR,0.0,14679.0,4.0,2.0,17844.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
126,Ashland,WI,21684.0,15551.0,4.0,1.0,14008.0,1.0,-1.0,1.0,2.0,1.0,2.0,1.0,2.0
127,Ashland City,TN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
128,Ashley,ND,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
129,Ashtabula,OH,24834.0,16599.0,1.0,2.0,17956.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
130,Aspen,CO,0.0,0.0,4.0,2.0,18840.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,2.0,-1.0
131,Aspermont,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
132,Astoria,OR,0.0,14633.0,3.0,2.0,13285.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0
133,Atchison,KS,0.0,16816.0,3.0,2.0,19155.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,2.0,2.0
134,Athens,AL,0.0,14669.0,4.0,2.0,15876.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
135,Athens,GA,21197.0,15194.0,3.0,2.0,16881.0,0.5,0.5,2.0,1.0,1.0,0.5,2.0,1.0
136,Athens,OH,0.0,14920.0,4.0,2.0,16855.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
137,Athens,TN,0.0,14954.0,2.0,1.0,16998.0,0.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
138,Athens,TX,23378.0,16115.0,3.0,2.0,16954.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
139,Athol,MA,0.0,18092.0,3.0,2.0,19383.0,1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,2.0
140,Atkinson,NE,0.0,0.0,-1.0,2.0,16417.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
141,Atlanta,GA,18301.777777777777,12737.333333333334,1.7777777777777777,1.3333333333333333,14010.333333333334,1.0,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,1.6666666666666667,1.2222222222222223
142,Atlantic,IA,0.0,16463.0,3.0,2.0,20761.0,1.0,-1.0,2.0,1.0,1.0,2.0,3.0,2.0
143,Atlantic City,NJ,23675.0,18110.0,5.0,2.0,18534.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0
144,Atlantis,FL,24223.0,19461.0,1.0,1.0,18505.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
145,Atmore,AL,0.0,14937.0,3.0,2.0,16864.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0
146,Atoka,OK,0.0,17096.0,-1.0,2.0,16985.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
147,Attleboro,MA,24063.0,16142.0,2.0,2.0,17093.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
148,Atwood,KS,0.0,0.0,-1.0,2.0,20318.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
149,Aubrey,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,-1.0,-1.0
150,Auburn,CA,23402.0,15369.0,4.0,1.0,15999.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
151,Auburn,IN,0.0,16627.0,3.0,2.0,15268.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0
152,Auburn,NE,0.0,0.0,3.0,2.0,16974.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
153,Auburn,NY,22024.0,15409.0,1.0,2.0,15540.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
154,Auburn,WA,24023.0,15736.0,2.0,2.0,16940.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0
155,Audubon,IA,0.0,0.0,-1.0,2.0,21807.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,3.0,-1.0
156,Augusta,GA,23686.333333333332,16553.0,2.3333333333333335,2.0,18319.666666666668,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,2.3333333333333335
157,Augusta,ME,22256.0,15462.0,4.0,2.0,17457.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0
158,Aurora,CO,15491.666666666666,11452.666666666666,1.6666666666666667,1.3333333333333333,11665.333333333334,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0
159,Aurora,IL,24542.0,16666.0,4.0,2.0,18036.5,1.0,2.0,1.0,1.5,1.0,1.0,2.0,2.0
160,Aurora,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
161,Aurora,MO,0.0,0.0,3.0,2.0,19378.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,2.0,-1.0
162,Aurora,NE,0.0,0.0,3.0,2.0,17950.0,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,-1.0
163,Austell,GA,22645.0,16982.0,3.0,2.0,16746.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0
164,Austin,TX,11559.0,9731.0,2.090909090909091,0.9090909090909091,11411.545454545454,0.18181818181818182,0.36363636363636365,0.5454545454545454,1.0,0.9090909090909091,0.5454545454545454,1.0,0.9090909090909091
165,Avalon,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
166,Aventura,FL,24737.0,18988.0,2.0,3.0,18776.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0
167,Avon,IN,24073.0,16828.0,5.0,2.0,17041.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0
168,Avon,OH,0.0,16811.0,4.0,2.0,15493.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0
169,Ayer,MA,0.0,16675.0,2.0,2.0,17329.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
170,Azle,TX,0.0,17981.0,3.0,2.0,20090.0,1.0,-1.0,1.0,1.0,1.0,1.0,3.0,2.0
171,Bad Axe,MI,21165.0,14901.0,4.0,2.0,15174.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
172,Bagley,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
173,Bainbridge,GA,0.0,15830.0,2.0,2.0,11855.0,1.0,-1.0,2.0,0.0,1.0,2.0,1.0,2.0
174,Baker,MT,0.0,0.0,-1.0,2.0,21263.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0
175,Baker City,OR,0.0,14951.0,3.0,2.0,14088.0,1.0,-1.0,2.0,2.0,-1.0,-1.0,1.0,2.0
176,Bakersfield,CA,15478.666666666666,13692.333333333334,1.6666666666666667,1.5,15350.833333333334,0.3333333333333333,0.8333333333333334,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666666,1.8333333333333333,1.3333333333333333
177,Baldwin,WI,0.0,16413.0,4.0,2.0,16852.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,2.0,2.0
178,Baldwin Park,CA,0.0,0.0,4.0,-1.0,0.0,-1.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0
179,Ballinger,TX,0.0,0.0,-1.0,2.0,18145.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
180,Baltimore,MD,15459.882352941177,12466.70588235294,2.176470588235294,1.2352941176470589,13373.176470588236,0.7647058823529411,0.7058823529411765,0.47058823529411764,0.11764705882352941,0.47058823529411764,-0.23529411764705882,1.2941176470588236,1.1764705882352942
181,Bandon,OR,0.0,17294.0,-1.0,1.0,17370.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
182,Bangor,ME,21266.5,15054.0,2.5,2.0,16844.5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
183,Banning,CA,24081.0,16770.0,3.0,2.0,19194.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
184,Bar Harbor,ME,0.0,17475.0,4.0,2.0,18414.0,1.0,-1.0,0.0,2.0,1.0,1.0,2.0,2.0
185,Baraboo,WI,0.0,15707.0,4.0,2.0,14588.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
186,Barbourville,KY,0.0,15269.0,3.0,1.0,13549.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
187,Bardstown,KY,24143.0,17692.0,3.0,2.0,17422.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
188,Barnesville,OH,0.0,15790.0,4.0,2.0,15046.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,2.0
189,Barre,VT,22283.0,15102.0,4.0,2.0,16372.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
190,Barrington,IL,25721.0,18121.0,4.0,2.0,17954.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0
191,Barron,WI,0.0,16996.0,4.0,2.0,18092.0,1.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0
192,Barrow,AK,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
193,Barstow,CA,21919.0,15975.0,3.0,2.0,15837.0,1.0,-1.0,1.0,0.0,1.0,0.0,2.0,2.0
194,Bartlesville,OK,22473.0,16535.0,3.0,1.0,17781.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
195,Bartlett,TN,25930.0,16056.0,3.0,2.0,19105.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0
196,Bartow,FL,24727.0,18573.0,4.0,2.0,16992.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
197,Basin,WY,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
198,Bassett,NE,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
