,Province_State,city,Quarter,value
0,Alabama,Baldwin,Q1_2020,3084
1,Alabama,Baldwin,Q2_2020,76282
2,Alabama,Baldwin,Q3_2020,469734
3,Alabama,Baldwin,Q4_2020,582052
4,Alabama,Butler,Q1_2020,454
5,Alabama,Butler,Q2_2020,44474
6,Alabama,Butler,Q3_2020,81790
7,Alabama,Butler,Q4_2020,74569
8,Alabama,Calhoun,Q1_2020,1988
9,Alabama,Calhoun,Q2_2020,33879
10,Alabama,Calhoun,Q3_2020,285665
11,Alabama,Calhoun,Q4_2020,420986
12,Alabama,Cherokee,Q1_2020,307
13,Alabama,Cherokee,Q2_2020,7378
14,Alabama,Cherokee,Q3_2020,47545
15,Alabama,Cherokee,Q4_2020,65671
16,Alabama,Chilton,Q1_2020,1135
17,Alabama,Chilton,Q2_2020,20673
18,Alabama,Chilton,Q3_2020,127008
19,Alabama,Chilton,Q4_2020,143714
20,Alabama,Cleburne,Q1_2020,354
21,Alabama,Cleburne,Q2_2020,3076
22,Alabama,Cleburne,Q3_2020,31000
23,Alabama,Cleburne,Q4_2020,48653
24,Alabama,Covington,Q1_2020,638
25,Alabama,Covington,Q2_2020,23856
26,Alabama,Covington,Q3_2020,117449
27,Alabama,Covington,Q4_2020,141714
28,Alabama,Cullman,Q1_2020,1200
29,Alabama,Cullman,Q2_2020,33846
30,Alabama,Cullman,Q3_2020,166108
31,Alabama,Cullman,Q4_2020,294311
32,Alabama,Dallas,Q1_2020,518
33,Alabama,Dallas,Q2_2020,54029
34,Alabama,Dallas,Q3_2020,153998
35,Alabama,Dallas,Q4_2020,141479
36,Alabama,Fayette,Q1_2020,162
37,Alabama,Fayette,Q2_2020,5518
38,Alabama,Fayette,Q3_2020,37972
39,Alabama,Fayette,Q4_2020,60421
40,Alabama,Franklin,Q1_2020,676
41,Alabama,Franklin,Q2_2020,63255
42,Alabama,Franklin,Q3_2020,153943
43,Alabama,Franklin,Q4_2020,161103
44,Alabama,Geneva,Q1_2020,92
45,Alabama,Geneva,Q2_2020,6629
46,Alabama,Geneva,Q3_2020,52207
47,Alabama,Geneva,Q4_2020,78047
48,Alabama,Houston,Q1_2020,1723
49,Alabama,Houston,Q2_2020,39045
50,Alabama,Houston,Q3_2020,243889
51,Alabama,Houston,Q4_2020,338735
52,Alabama,Jackson,Q1_2020,974
53,Alabama,Jackson,Q2_2020,21062
54,Alabama,Jackson,Q3_2020,137761
55,Alabama,Jackson,Q4_2020,218925
56,Alabama,Jefferson,Q1_2020,21219
57,Alabama,Jefferson,Q2_2020,373042
58,Alabama,Jefferson,Q3_2020,1675471
59,Alabama,Jefferson,Q4_2020,2176846
60,Alabama,Lamar,Q1_2020,192
61,Alabama,Lamar,Q2_2020,5608
62,Alabama,Lamar,Q3_2020,31412
63,Alabama,Lamar,Q4_2020,45308
64,Alabama,Lawrence,Q1_2020,337
65,Alabama,Lawrence,Q2_2020,9288
66,Alabama,Lawrence,Q3_2020,54361
67,Alabama,Lawrence,Q4_2020,85070
68,Alabama,Macon,Q1_2020,583
69,Alabama,Macon,Q2_2020,13355
70,Alabama,Macon,Q3_2020,41775
71,Alabama,Macon,Q4_2020,46761
72,Alabama,Madison,Q1_2020,6498
73,Alabama,Madison,Q2_2020,115718
74,Alabama,Madison,Q3_2020,660097
75,Alabama,Madison,Q4_2020,901120
76,Alabama,Marengo,Q1_2020,711
77,Alabama,Marengo,Q2_2020,21650
78,Alabama,Marengo,Q3_2020,66745
79,Alabama,Marengo,Q4_2020,81374
80,Alabama,Marion,Q1_2020,1660
81,Alabama,Marion,Q2_2020,19268
82,Alabama,Marion,Q3_2020,78699
83,Alabama,Marion,Q4_2020,92982
84,Alabama,Marshall,Q1_2020,4407
85,Alabama,Marshall,Q2_2020,116213
86,Alabama,Marshall,Q3_2020,345721
87,Alabama,Marshall,Q4_2020,408990
88,Alabama,Mobile,Q1_2020,16559
89,Alabama,Mobile,Q2_2020,316537
90,Alabama,Mobile,Q3_2020,1187101
91,Alabama,Mobile,Q4_2020,1265066
92,Alabama,Monroe,Q1_2020,264
93,Alabama,Monroe,Q2_2020,14026
94,Alabama,Monroe,Q3_2020,51994
95,Alabama,Monroe,Q4_2020,52424
96,Alabama,Montgomery,Q1_2020,5494
97,Alabama,Montgomery,Q2_2020,266840
98,Alabama,Montgomery,Q3_2020,772609
99,Alabama,Montgomery,Q4_2020,789653
100,Alabama,Perry,Q1_2020,173
101,Alabama,Perry,Q2_2020,12362
102,Alabama,Perry,Q3_2020,48824
103,Alabama,Perry,Q4_2020,43088
104,Alabama,Pickens,Q1_2020,914
105,Alabama,Pickens,Q2_2020,16043
106,Alabama,Pickens,Q3_2020,56931
107,Alabama,Pickens,Q4_2020,78558
108,Alabama,Russell,Q1_2020,977
109,Alabama,Russell,Q2_2020,38331
110,Alabama,Russell,Q3_2020,153489
111,Alabama,Russell,Q4_2020,141038
112,Alabama,Shelby,Q1_2020,7767
113,Alabama,Shelby,Q2_2020,98950
114,Alabama,Shelby,Q3_2020,496115
115,Alabama,Shelby,Q4_2020,682524
116,Alabama,Sumter,Q1_2020,884
117,Alabama,Sumter,Q2_2020,21696
118,Alabama,Sumter,Q3_2020,39086
119,Alabama,Sumter,Q4_2020,37962
120,Alabama,Talladega,Q1_2020,1278
121,Alabama,Talladega,Q2_2020,25985
122,Alabama,Talladega,Q3_2020,181367
123,Alabama,Talladega,Q4_2020,233196
124,Alabama,Tuscaloosa,Q1_2020,4254
125,Alabama,Tuscaloosa,Q2_2020,144847
126,Alabama,Tuscaloosa,Q3_2020,665539
127,Alabama,Tuscaloosa,Q4_2020,851970
128,Alabama,Washington,Q1_2020,476
129,Alabama,Washington,Q2_2020,10800
130,Alabama,Washington,Q3_2020,50166
131,Alabama,Washington,Q4_2020,58447
132,Alaska,Anchorage,Q1_2020,4437
133,Alaska,Anchorage,Q2_2020,48289
134,Alaska,Anchorage,Q3_2020,389872
135,Alaska,Anchorage,Q4_2020,1015580
136,Alaska,Bethel,Q1_2020,24
137,Alaska,Bethel,Q2_2020,750
138,Alaska,Bethel,Q3_2020,11776
139,Alaska,Bethel,Q4_2020,89856
140,Alaska,Dillingham,Q1_2020,0
141,Alaska,Dillingham,Q2_2020,874
142,Alaska,Dillingham,Q3_2020,2894
143,Alaska,Dillingham,Q4_2020,5877
144,Alaska,Juneau,Q1_2020,632
145,Alaska,Juneau,Q2_2020,4536
146,Alaska,Juneau,Q3_2020,30326
147,Alaska,Juneau,Q4_2020,51968
148,Alaska,Nome,Q1_2020,16
149,Alaska,Nome,Q2_2020,717
150,Alaska,Nome,Q3_2020,6047
151,Alaska,Nome,Q4_2020,13207
152,Alaska,Petersburg,Q1_2020,85
153,Alaska,Petersburg,Q2_2020,537
154,Alaska,Petersburg,Q3_2020,1163
155,Alaska,Petersburg,Q4_2020,1533
156,Alaska,Sitka,Q1_2020,5
157,Alaska,Sitka,Q2_2020,1005
158,Alaska,Sitka,Q3_2020,5333
159,Alaska,Sitka,Q4_2020,11488
160,Alaska,Wrangell,Q1_2020,0
161,Alaska,Wrangell,Q2_2020,381
162,Alaska,Wrangell,Q3_2020,1589
163,Alaska,Wrangell,Q4_2020,1307
164,Arizona,Graham,Q1_2020,143
165,Arizona,Graham,Q2_2020,10417
166,Arizona,Graham,Q3_2020,73713
167,Arizona,Graham,Q4_2020,134767
168,Arizona,Santa Cruz,Q1_2020,489
169,Arizona,Santa Cruz,Q2_2020,104741
170,Arizona,Santa Cruz,Q3_2020,258434
171,Arizona,Santa Cruz,Q4_2020,258422
172,Arizona,Yuma,Q1_2020,970
173,Arizona,Yuma,Q2_2020,393855
174,Arizona,Yuma,Q3_2020,1148732
175,Arizona,Yuma,Q4_2020,1186104
176,Arkansas,Ashley,Q1_2020,276
177,Arkansas,Ashley,Q2_2020,5861
178,Arkansas,Ashley,Q3_2020,38248
179,Arkansas,Ashley,Q4_2020,54670
180,Arkansas,Benton,Q1_2020,2026
181,Arkansas,Benton,Q2_2020,167201
182,Arkansas,Benton,Q3_2020,566641
183,Arkansas,Benton,Q4_2020,774371
184,Arkansas,Boone,Q1_2020,98
185,Arkansas,Boone,Q2_2020,2713
186,Arkansas,Boone,Q3_2020,52731
187,Arkansas,Boone,Q4_2020,111309
188,Arkansas,Calhoun,Q1_2020,0
189,Arkansas,Calhoun,Q2_2020,162
190,Arkansas,Calhoun,Q3_2020,2806
191,Arkansas,Calhoun,Q4_2020,8979
192,Arkansas,Carroll,Q1_2020,67
193,Arkansas,Carroll,Q2_2020,10919
194,Arkansas,Carroll,Q3_2020,57283
195,Arkansas,Carroll,Q4_2020,92204
196,Arkansas,Cleburne,Q1_2020,2488
197,Arkansas,Cleburne,Q2_2020,8978
198,Arkansas,Cleburne,Q3_2020,28536
199,Arkansas,Cleburne,Q4_2020,48069
200,Arkansas,Cleveland,Q1_2020,269
201,Arkansas,Cleveland,Q2_2020,2420
202,Arkansas,Cleveland,Q3_2020,14854
203,Arkansas,Cleveland,Q4_2020,24152
204,Arkansas,Columbia,Q1_2020,141
205,Arkansas,Columbia,Q2_2020,5631
206,Arkansas,Columbia,Q3_2020,38336
207,Arkansas,Columbia,Q4_2020,69026
208,Arkansas,Conway,Q1_2020,171
209,Arkansas,Conway,Q2_2020,4329
210,Arkansas,Conway,Q3_2020,22347
211,Arkansas,Conway,Q4_2020,46081
212,Arkansas,Dallas,Q1_2020,25
213,Arkansas,Dallas,Q2_2020,844
214,Arkansas,Dallas,Q3_2020,12369
215,Arkansas,Dallas,Q4_2020,19580
216,Arkansas,Franklin,Q1_2020,29
217,Arkansas,Franklin,Q2_2020,1829
218,Arkansas,Franklin,Q3_2020,24571
219,Arkansas,Franklin,Q4_2020,49962
220,Arkansas,Fulton,Q1_2020,8
221,Arkansas,Fulton,Q2_2020,993
222,Arkansas,Fulton,Q3_2020,12968
223,Arkansas,Fulton,Q4_2020,35145
224,Arkansas,Grant,Q1_2020,290
225,Arkansas,Grant,Q2_2020,3587
226,Arkansas,Grant,Q3_2020,21732
227,Arkansas,Grant,Q4_2020,39765
228,Arkansas,Independence,Q1_2020,221
229,Arkansas,Independence,Q2_2020,5793
230,Arkansas,Independence,Q3_2020,88510
231,Arkansas,Independence,Q4_2020,129896
232,Arkansas,Jackson,Q1_2020,17
233,Arkansas,Jackson,Q2_2020,1854
234,Arkansas,Jackson,Q3_2020,30286
235,Arkansas,Jackson,Q4_2020,115129
236,Arkansas,Jefferson,Q1_2020,3482
237,Arkansas,Jefferson,Q2_2020,59673
238,Arkansas,Jefferson,Q3_2020,253966
239,Arkansas,Jefferson,Q4_2020,327473
240,Arkansas,Lafayette,Q1_2020,105
241,Arkansas,Lafayette,Q2_2020,1663
242,Arkansas,Lafayette,Q3_2020,9052
243,Arkansas,Lafayette,Q4_2020,16355
244,Arkansas,Lawrence,Q1_2020,607
245,Arkansas,Lawrence,Q2_2020,9097
246,Arkansas,Lawrence,Q3_2020,37913
247,Arkansas,Lawrence,Q4_2020,73279
248,Arkansas,Lincoln,Q1_2020,7512
249,Arkansas,Lincoln,Q2_2020,93008
250,Arkansas,Lincoln,Q3_2020,164253
251,Arkansas,Lincoln,Q4_2020,154551
252,Arkansas,Logan,Q1_2020,57
253,Arkansas,Logan,Q2_2020,3706
254,Arkansas,Logan,Q3_2020,37207
255,Arkansas,Logan,Q4_2020,60193
256,Arkansas,Madison,Q1_2020,22
257,Arkansas,Madison,Q2_2020,10412
258,Arkansas,Madison,Q3_2020,30921
259,Arkansas,Madison,Q4_2020,42371
260,Arkansas,Marion,Q1_2020,20
261,Arkansas,Marion,Q2_2020,565
262,Arkansas,Marion,Q3_2020,7163
263,Arkansas,Marion,Q4_2020,25860
264,Arkansas,Miller,Q1_2020,698
265,Arkansas,Miller,Q2_2020,12919
266,Arkansas,Miller,Q3_2020,74797
267,Arkansas,Miller,Q4_2020,132737
268,Arkansas,Monroe,Q1_2020,70
269,Arkansas,Monroe,Q2_2020,1265
270,Arkansas,Monroe,Q3_2020,11407
271,Arkansas,Monroe,Q4_2020,20135
272,Arkansas,Montgomery,Q1_2020,3
273,Arkansas,Montgomery,Q2_2020,496
274,Arkansas,Montgomery,Q3_2020,10911
275,Arkansas,Montgomery,Q4_2020,19588
276,Arkansas,Nevada,Q1_2020,33
277,Arkansas,Nevada,Q2_2020,5766
278,Arkansas,Nevada,Q3_2020,18562
279,Arkansas,Nevada,Q4_2020,28397
280,Arkansas,Newton,Q1_2020,53
281,Arkansas,Newton,Q2_2020,1132
282,Arkansas,Newton,Q3_2020,17673
283,Arkansas,Newton,Q4_2020,27136
284,Arkansas,Perry,Q1_2020,90
285,Arkansas,Perry,Q2_2020,2062
286,Arkansas,Perry,Q3_2020,7724
287,Arkansas,Perry,Q4_2020,16687
288,Arkansas,Pulaski,Q1_2020,10223
289,Arkansas,Pulaski,Q2_2020,167687
290,Arkansas,Pulaski,Q3_2020,773135
291,Arkansas,Pulaski,Q4_2020,1076076
292,Arkansas,Searcy,Q1_2020,181
293,Arkansas,Searcy,Q2_2020,948
294,Arkansas,Searcy,Q3_2020,10784
295,Arkansas,Searcy,Q4_2020,20534
296,Arkansas,Sebastian,Q1_2020,335
297,Arkansas,Sebastian,Q2_2020,38012
298,Arkansas,Sebastian,Q3_2020,311077
299,Arkansas,Sebastian,Q4_2020,440230
300,Arkansas,Union,Q1_2020,702
301,Arkansas,Union,Q2_2020,19211
302,Arkansas,Union,Q3_2020,73976
303,Arkansas,Union,Q4_2020,101342
304,Arkansas,Van Buren,Q1_2020,862
305,Arkansas,Van Buren,Q2_2020,2977
306,Arkansas,Van Buren,Q3_2020,12946
307,Arkansas,Van Buren,Q4_2020,26837
308,Arkansas,Washington,Q1_2020,1555
309,Arkansas,Washington,Q2_2020,214509
310,Arkansas,Washington,Q3_2020,784733
311,Arkansas,Washington,Q4_2020,984932
312,Arkansas,Woodruff,Q1_2020,40
313,Arkansas,Woodruff,Q2_2020,560
314,Arkansas,Woodruff,Q3_2020,4608
315,Arkansas,Woodruff,Q4_2020,13658
316,California,Alameda,Q1_2020,30951
317,California,Alameda,Q2_2020,481601
318,California,Alameda,Q3_2020,1777509
319,California,Alameda,Q4_2020,2090640
320,California,Alpine,Q1_2020,48
321,California,Alpine,Q2_2020,184
322,California,Alpine,Q3_2020,221
323,California,Alpine,Q4_2020,2924
324,California,Butte,Q1_2020,466
325,California,Butte,Q2_2020,19763
326,California,Butte,Q3_2020,218489
327,California,Butte,Q4_2020,305656
328,California,Colusa,Q1_2020,82
329,California,Colusa,Q2_2020,5657
330,California,Colusa,Q3_2020,44121
331,California,Colusa,Q4_2020,52063
332,California,Del Norte,Q1_2020,58
333,California,Del Norte,Q2_2020,3591
334,California,Del Norte,Q3_2020,11204
335,California,Del Norte,Q4_2020,24925
336,California,El Dorado,Q1_2020,1024
337,California,El Dorado,Q2_2020,17293
338,California,El Dorado,Q3_2020,96784
339,California,El Dorado,Q4_2020,189568
340,California,Fresno,Q1_2020,9157
341,California,Fresno,Q2_2020,433782
342,California,Fresno,Q3_2020,2417294
343,California,Fresno,Q4_2020,2763342
344,California,Humboldt,Q1_2020,1367
345,California,Humboldt,Q2_2020,11118
346,California,Humboldt,Q3_2020,39346
347,California,Humboldt,Q4_2020,60428
348,California,Imperial,Q1_2020,4175
349,California,Imperial,Q2_2020,370475
350,California,Imperial,Q3_2020,955344
351,California,Imperial,Q4_2020,1062316
352,California,Los Angeles,Q1_2020,376725
353,California,Los Angeles,Q2_2020,8000378
354,California,Los Angeles,Q3_2020,23417861
355,California,Los Angeles,Q4_2020,28193383
356,California,Madera,Q1_2020,1118
357,California,Madera,Q2_2020,48161
358,California,Madera,Q3_2020,363256
359,California,Madera,Q4_2020,436400
360,California,Mariposa,Q1_2020,5
361,California,Mariposa,Q2_2020,2158
362,California,Mariposa,Q3_2020,6650
363,California,Mariposa,Q4_2020,8768
364,California,Merced,Q1_2020,2029
365,California,Merced,Q2_2020,93347
366,California,Merced,Q3_2020,737758
367,California,Merced,Q4_2020,802747
368,California,Monterey,Q1_2020,3834
369,California,Monterey,Q2_2020,133490
370,California,Monterey,Q3_2020,798935
371,California,Monterey,Q4_2020,1080345
372,California,Napa,Q1_2020,1253
373,California,Napa,Q2_2020,27295
374,California,Napa,Q3_2020,143510
375,California,Napa,Q4_2020,217431
376,California,Nevada,Q1_2020,1059
377,California,Nevada,Q2_2020,9774
378,California,Nevada,Q3_2020,45992
379,California,Nevada,Q4_2020,95444
380,California,Orange,Q1_2020,51585
381,California,Orange,Q2_2020,1590308
382,California,Orange,Q3_2020,4921427
383,California,Orange,Q4_2020,6325214
384,California,Riverside,Q1_2020,59721
385,California,Riverside,Q2_2020,1437030
386,California,Riverside,Q3_2020,5087192
387,California,Riverside,Q4_2020,6701505
388,California,Sacramento,Q1_2020,25015
389,California,Sacramento,Q2_2020,301450
390,California,Sacramento,Q3_2020,1804037
391,California,Sacramento,Q4_2020,2577600
392,California,San Bernardino,Q1_2020,33908
393,California,San Bernardino,Q2_2020,1041869
394,California,San Bernardino,Q3_2020,4608933
395,California,San Bernardino,Q4_2020,6927000
396,California,San Diego,Q1_2020,65280
397,California,San Diego,Q2_2020,1151797
398,California,San Diego,Q3_2020,3967688
399,California,San Diego,Q4_2020,5618463
400,California,San Francisco,Q1_2020,33628
401,California,San Francisco,Q2_2020,303671
402,California,San Francisco,Q3_2020,922140
403,California,San Francisco,Q4_2020,1033504
404,California,San Luis Obispo,Q1_2020,4137
405,California,San Luis Obispo,Q2_2020,54610
406,California,San Luis Obispo,Q3_2020,297273
407,California,San Luis Obispo,Q4_2020,421480
408,California,San Mateo,Q1_2020,25902
409,California,San Mateo,Q2_2020,266218
410,California,San Mateo,Q3_2020,803103
411,California,San Mateo,Q4_2020,976301
412,California,Santa Barbara,Q1_2020,10125
413,California,Santa Barbara,Q2_2020,257061
414,California,Santa Barbara,Q3_2020,790248
415,California,Santa Barbara,Q4_2020,773068
416,California,Santa Clara,Q1_2020,55957
417,California,Santa Clara,Q2_2020,396515
418,California,Santa Clara,Q3_2020,1738268
419,California,Santa Clara,Q4_2020,2479273
420,California,Santa Cruz,Q1_2020,3090
421,California,Santa Cruz,Q2_2020,35474
422,California,Santa Cruz,Q3_2020,192957
423,California,Santa Cruz,Q4_2020,320508
424,California,Sonoma,Q1_2020,4979
425,California,Sonoma,Q2_2020,95595
426,California,Sonoma,Q3_2020,602797
427,California,Sonoma,Q4_2020,819108
428,California,Trinity,Q1_2020,0
429,California,Trinity,Q2_2020,328
430,California,Trinity,Q3_2020,1808
431,California,Trinity,Q4_2020,10178
432,Colorado,Alamosa,Q1_2020,219
433,Colorado,Alamosa,Q2_2020,11687
434,Colorado,Alamosa,Q3_2020,23108
435,Colorado,Alamosa,Q4_2020,39103
436,Colorado,Boulder,Q1_2020,10551
437,Colorado,Boulder,Q2_2020,109747
438,Colorado,Boulder,Q3_2020,317160
439,Colorado,Boulder,Q4_2020,662078
440,Colorado,Broomfield,Q1_2020,2800
441,Colorado,Broomfield,Q2_2020,25285
442,Colorado,Broomfield,Q3_2020,57619
443,Colorado,Broomfield,Q4_2020,123604
444,Colorado,Cheyenne,Q1_2020,0
445,Colorado,Cheyenne,Q2_2020,458
446,Colorado,Cheyenne,Q3_2020,1050
447,Colorado,Cheyenne,Q4_2020,3539
448,Colorado,Crowley,Q1_2020,63
449,Colorado,Crowley,Q2_2020,5403
450,Colorado,Crowley,Q3_2020,6963
451,Colorado,Crowley,Q4_2020,64871
452,Colorado,Custer,Q1_2020,57
453,Colorado,Custer,Q2_2020,322
454,Colorado,Custer,Q3_2020,1499
455,Colorado,Custer,Q4_2020,5251
456,Colorado,Delta,Q1_2020,496
457,Colorado,Delta,Q2_2020,6871
458,Colorado,Delta,Q3_2020,15588
459,Colorado,Delta,Q4_2020,47115
460,Colorado,Denver,Q1_2020,52087
461,Colorado,Denver,Q2_2020,588526
462,Colorado,Denver,Q3_2020,1181592
463,Colorado,Denver,Q4_2020,2179384
464,Colorado,Douglas,Q1_2020,10735
465,Colorado,Douglas,Q2_2020,83317
466,Colorado,Douglas,Q3_2020,227866
467,Colorado,Douglas,Q4_2020,645816
468,Colorado,El Paso,Q1_2020,21247
469,Colorado,El Paso,Q2_2020,205012
470,Colorado,El Paso,Q3_2020,624798
471,Colorado,El Paso,Q4_2020,1666598
472,Colorado,Fremont,Q1_2020,327
473,Colorado,Fremont,Q2_2020,3608
474,Colorado,Fremont,Q3_2020,22134
475,Colorado,Fremont,Q4_2020,170158
476,Colorado,Gunnison,Q1_2020,4133
477,Colorado,Gunnison,Q2_2020,17218
478,Colorado,Gunnison,Q3_2020,26771
479,Colorado,Gunnison,Q4_2020,29942
480,Colorado,Hinsdale,Q1_2020,77
481,Colorado,Hinsdale,Q2_2020,276
482,Colorado,Hinsdale,Q3_2020,277
483,Colorado,Hinsdale,Q4_2020,523
484,Colorado,Jackson,Q1_2020,0
485,Colorado,Jackson,Q2_2020,198
486,Colorado,Jackson,Q3_2020,825
487,Colorado,Jackson,Q4_2020,1231
488,Colorado,Jefferson,Q1_2020,27552
489,Colorado,Jefferson,Q2_2020,229707
490,Colorado,Jefferson,Q3_2020,515808
491,Colorado,Jefferson,Q4_2020,1254527
492,Colorado,Kiowa,Q1_2020,0
493,Colorado,Kiowa,Q2_2020,0
494,Colorado,Kiowa,Q3_2020,80
495,Colorado,Kiowa,Q4_2020,2141
496,Colorado,La Plata,Q1_2020,1459
497,Colorado,La Plata,Q2_2020,9556
498,Colorado,La Plata,Q3_2020,24206
499,Colorado,La Plata,Q4_2020,80958
500,Colorado,Lincoln,Q1_2020,69
501,Colorado,Lincoln,Q2_2020,348
502,Colorado,Lincoln,Q3_2020,1207
503,Colorado,Lincoln,Q4_2020,23026
504,Colorado,Logan,Q1_2020,1929
505,Colorado,Logan,Q2_2020,53050
506,Colorado,Logan,Q3_2020,77252
507,Colorado,Logan,Q4_2020,141913
508,Colorado,Mesa,Q1_2020,1068
509,Colorado,Mesa,Q2_2020,9083
510,Colorado,Mesa,Q3_2020,57583
511,Colorado,Mesa,Q4_2020,351084
512,Colorado,Montezuma,Q1_2020,340
513,Colorado,Montezuma,Q2_2020,5366
514,Colorado,Montezuma,Q3_2020,12964
515,Colorado,Montezuma,Q4_2020,44837
516,Colorado,Montrose,Q1_2020,1899
517,Colorado,Montrose,Q2_2020,17216
518,Colorado,Montrose,Q3_2020,33772
519,Colorado,Montrose,Q4_2020,73100
520,Colorado,Pueblo,Q1_2020,2410
521,Colorado,Pueblo,Q2_2020,31701
522,Colorado,Pueblo,Q3_2020,101915
523,Colorado,Pueblo,Q4_2020,510814
524,Colorado,San Juan,Q1_2020,1
525,Colorado,San Juan,Q2_2020,121
526,Colorado,San Juan,Q3_2020,463
527,Colorado,San Juan,Q4_2020,1245
528,Colorado,Summit,Q1_2020,2534
529,Colorado,Summit,Q2_2020,22557
530,Colorado,Summit,Q3_2020,40545
531,Colorado,Summit,Q4_2020,92529
532,Colorado,Washington,Q1_2020,125
533,Colorado,Washington,Q2_2020,3253
534,Colorado,Washington,Q3_2020,5753
535,Colorado,Washington,Q4_2020,14478
536,Colorado,Yuma,Q1_2020,121
537,Colorado,Yuma,Q2_2020,3579
538,Colorado,Yuma,Q3_2020,9917
539,Colorado,Yuma,Q4_2020,22244
540,Connecticut,Fairfield,Q1_2020,213658
541,Connecticut,Fairfield,Q2_2020,1450432
542,Connecticut,Fairfield,Q3_2020,1823447
543,Connecticut,Fairfield,Q4_2020,2432580
544,Connecticut,Hartford,Q1_2020,86441
545,Connecticut,Hartford,Q2_2020,964788
546,Connecticut,Hartford,Q3_2020,1330852
547,Connecticut,Hartford,Q4_2020,1882582
548,Connecticut,Litchfield,Q1_2020,16254
549,Connecticut,Litchfield,Q2_2020,128653
550,Connecticut,Litchfield,Q3_2020,167516
551,Connecticut,Litchfield,Q4_2020,288000
552,Connecticut,New Haven,Q1_2020,121456
553,Connecticut,New Haven,Q2_2020,1059002
554,Connecticut,New Haven,Q3_2020,1318597
555,Connecticut,New Haven,Q4_2020,1915879
556,Connecticut,New London,Q1_2020,8255
557,Connecticut,New London,Q2_2020,103711
558,Connecticut,New London,Q3_2020,190704
559,Connecticut,New London,Q4_2020,407128
560,Delaware,New Castle,Q1_2020,31612
561,Delaware,New Castle,Q2_2020,401252
562,Delaware,New Castle,Q3_2020,881327
563,Delaware,New Castle,Q4_2020,1322703
564,Florida,Baker,Q1_2020,550
565,Florida,Baker,Q2_2020,8150
566,Florida,Baker,Q3_2020,120754
567,Florida,Baker,Q4_2020,126899
568,Florida,Bradford,Q1_2020,901
569,Florida,Bradford,Q2_2020,8663
570,Florida,Bradford,Q3_2020,82747
571,Florida,Bradford,Q4_2020,93345
572,Florida,Brevard,Q1_2020,5308
573,Florida,Brevard,Q2_2020,152527
574,Florida,Brevard,Q3_2020,764050
575,Florida,Brevard,Q4_2020,978276
576,Florida,Calhoun,Q1_2020,148
577,Florida,Calhoun,Q2_2020,8847
578,Florida,Calhoun,Q3_2020,53447
579,Florida,Calhoun,Q4_2020,56024
580,Florida,Charlotte,Q1_2020,3885
581,Florida,Charlotte,Q2_2020,68807
582,Florida,Charlotte,Q3_2020,264013
583,Florida,Charlotte,Q4_2020,324580
584,Florida,Columbia,Q1_2020,968
585,Florida,Columbia,Q2_2020,45000
586,Florida,Columbia,Q3_2020,326806
587,Florida,Columbia,Q4_2020,300604
588,Florida,Franklin,Q1_2020,54
589,Florida,Franklin,Q2_2020,1781
590,Florida,Franklin,Q3_2020,52317
591,Florida,Franklin,Q4_2020,50769
592,Florida,Gadsden,Q1_2020,1256
593,Florida,Gadsden,Q2_2020,39659
594,Florida,Gadsden,Q3_2020,233205
595,Florida,Gadsden,Q4_2020,206346
596,Florida,Hamilton,Q1_2020,87
597,Florida,Hamilton,Q2_2020,26449
598,Florida,Hamilton,Q3_2020,70818
599,Florida,Hamilton,Q4_2020,62492
600,Florida,Highlands,Q1_2020,1808
601,Florida,Highlands,Q2_2020,31241
602,Florida,Highlands,Q3_2020,184116
603,Florida,Highlands,Q4_2020,233668
604,Florida,Jackson,Q1_2020,253
605,Florida,Jackson,Q2_2020,38648
606,Florida,Jackson,Q3_2020,235069
607,Florida,Jackson,Q4_2020,237564
608,Florida,Jefferson,Q1_2020,495
609,Florida,Jefferson,Q2_2020,5421
610,Florida,Jefferson,Q3_2020,49384
611,Florida,Jefferson,Q4_2020,48569
612,Florida,Lafayette,Q1_2020,22
613,Florida,Lafayette,Q2_2020,2637
614,Florida,Lafayette,Q3_2020,97615
615,Florida,Lafayette,Q4_2020,81927
616,Florida,Leon,Q1_2020,4283
617,Florida,Leon,Q2_2020,111218
618,Florida,Leon,Q3_2020,795041
619,Florida,Leon,Q4_2020,944191
620,Florida,Liberty,Q1_2020,40
621,Florida,Liberty,Q2_2020,20806
622,Florida,Liberty,Q3_2020,43427
623,Florida,Liberty,Q4_2020,37420
624,Florida,Madison,Q1_2020,675
625,Florida,Madison,Q2_2020,17537
626,Florida,Madison,Q3_2020,85257
627,Florida,Madison,Q4_2020,79266
628,Florida,Marion,Q1_2020,3231
629,Florida,Marion,Q2_2020,87067
630,Florida,Marion,Q3_2020,817142
631,Florida,Marion,Q4_2020,832469
632,Florida,Martin,Q1_2020,3993
633,Florida,Martin,Q2_2020,140104
634,Florida,Martin,Q3_2020,422731
635,Florida,Martin,Q4_2020,391747
636,Florida,Monroe,Q1_2020,2011
637,Florida,Monroe,Q2_2020,30464
638,Florida,Monroe,Q3_2020,166287
639,Florida,Monroe,Q4_2020,205264
640,Florida,Okeechobee,Q1_2020,178
641,Florida,Okeechobee,Q2_2020,26523
642,Florida,Okeechobee,Q3_2020,127716
643,Florida,Okeechobee,Q4_2020,125411
644,Florida,Orange,Q1_2020,32648
